,origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,origin_descripcion,origin_temperatura,origin_minima,origin_maxima,origin_sensacion_termica,origin_nubes,destination_descripcion,destination_temperatura,destination_minima,destination_maxima,destination_sensacion_termica,destination_nubes
1488,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1489,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1490,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1491,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1492,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1493,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1494,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1495,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1496,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1497,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1498,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1499,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1500,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1501,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1502,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1503,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1504,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1505,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1506,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1507,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1508,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1509,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1510,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1511,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1512,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1513,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1514,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1515,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1516,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1517,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1518,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1519,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1520,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1521,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1522,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1523,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1524,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1525,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1526,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1527,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1528,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1529,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1530,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1531,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1532,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1533,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1534,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1535,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1536,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1537,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1538,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1539,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1540,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1541,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1542,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1543,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1544,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1545,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1546,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1547,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1548,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1549,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1550,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1551,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1552,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1553,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1554,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1555,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1556,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1557,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1558,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1559,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1560,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1561,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1562,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1563,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
1564,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
1565,CJS,MEX,31.6361,-106.429,19.4363,-99.0721,cielo claro,19.17,18.11,20.05,17.51,0,nubes,20.85,20.57,22.32,20.04,100
1566,CJS,MEX,31.6361,-106.429,19.4363,-99.0721,cielo claro,19.17,18.11,20.05,17.51,0,nubes,20.85,20.57,22.32,20.04,100
1567,MEX,PVR,19.4363,-99.0721,20.6801,-105.254,nubes,20.85,20.57,22.32,20.04,100,cielo claro,25.0,24.44,25.0,25.15,0
1568,MEX,PVR,19.4363,-99.0721,20.6801,-105.254,nubes,20.85,20.57,22.32,20.04,100,cielo claro,25.0,24.44,25.0,25.15,0
1569,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
1570,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
1571,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
1572,MEX,GDL,19.4363,-99.0721,20.5218,-103.311,nubes,20.85,20.57,22.32,20.04,100,cielo claro,30.0,28.45,30.0,28.14,0
1573,PVR,MEX,20.6801,-105.254,19.4363,-99.0721,cielo claro,25.0,24.44,25.0,25.15,0,nubes,20.85,20.57,22.32,20.04,100
1574,PVR,MEX,20.6801,-105.254,19.4363,-99.0721,cielo claro,25.0,24.44,25.0,25.15,0,nubes,20.85,20.57,22.32,20.04,100
1575,MEX,ZCL,19.4363,-99.0721,22.8971,-102.687,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,24.0,22.94,24.0,22.87,20
1576,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1577,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1578,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1579,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1580,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1581,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1582,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1583,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1584,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1585,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1586,MEX,CDG,19.4363,-99.0721,49.0128,2.55,nubes,20.85,20.57,22.32,20.04,100,cielo claro,8.41,7.21,9.45,5.99,0
1587,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
1588,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
1589,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
1590,MEX,CJS,19.4363,-99.0721,31.6361,-106.429,nubes,20.85,20.57,22.32,20.04,100,cielo claro,19.17,18.11,20.05,17.51,0
1591,MEX,CJS,19.4363,-99.0721,31.6361,-106.429,nubes,20.85,20.57,22.32,20.04,100,cielo claro,19.17,18.11,20.05,17.51,0
1592,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1593,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1594,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1595,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1596,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1597,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1598,MEX,AMS,19.4363,-99.0721,52.3086,4.76389,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,6.99,4.95,8.34,5.47,20
1599,MEX,ATL,19.4363,-99.0721,33.6367,-84.4281,nubes,20.85,20.57,22.32,20.04,100,cielo claro,13.27,9.7,15.66,11.38,0
1600,MEX,ATL,19.4363,-99.0721,33.6367,-84.4281,nubes,20.85,20.57,22.32,20.04,100,cielo claro,13.27,9.7,15.66,11.38,0
1601,MEX,CEN,19.4363,-99.0721,27.3926,-109.833,nubes,20.85,20.57,22.32,20.04,100,cielo claro,26.0,26.0,26.0,26.0,0
1602,MEX,CEN,19.4363,-99.0721,27.3926,-109.833,nubes,20.85,20.57,22.32,20.04,100,cielo claro,26.0,26.0,26.0,26.0,0
1603,MEX,CEN,19.4363,-99.0721,27.3926,-109.833,nubes,20.85,20.57,22.32,20.04,100,cielo claro,26.0,26.0,26.0,26.0,0
1604,MEX,CEN,19.4363,-99.0721,27.3926,-109.833,nubes,20.85,20.57,22.32,20.04,100,cielo claro,26.0,26.0,26.0,26.0,0
1605,ZCL,MEX,22.8971,-102.687,19.4363,-99.0721,algo de nubes,24.0,22.94,24.0,22.87,20,nubes,20.85,20.57,22.32,20.04,100
1606,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1607,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1608,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1609,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1610,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1611,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1612,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1613,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1614,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1615,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1616,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1617,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1618,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1619,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1620,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1621,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1622,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1623,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1624,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1625,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1626,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1627,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1628,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1629,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1630,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1631,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1632,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1633,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1634,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1635,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1636,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1637,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1638,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1639,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1640,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1641,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1642,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1643,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1644,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1645,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1646,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1647,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1648,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1649,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1650,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1651,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1652,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1653,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1654,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1655,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1656,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1657,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1658,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1659,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1660,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1661,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1662,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1663,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1664,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1665,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
1666,MEX,MAD,19.4363,-99.0721,40.4719,-3.56264,nubes,20.85,20.57,22.32,20.04,100,niebla,11.7,10.79,12.8,10.94,100
